concept_code,vocabulary_id,cluster
L89.819,ICD10CM,pressure_ulcer_of_skin
L89.204,ICD10CM,pressure_ulcer_of_skin
L89.019,ICD10CM,pressure_ulcer_of_skin
L89.154,ICD10CM,pressure_ulcer_of_skin
L89.011,ICD10CM,pressure_ulcer_of_skin
L89.603,ICD10CM,pressure_ulcer_of_skin
L89.94,ICD10CM,pressure_ulcer_of_skin
L89.009,ICD10CM,pressure_ulcer_of_skin
L89.323,ICD10CM,pressure_ulcer_of_skin
L89.124,ICD10CM,pressure_ulcer_of_skin
L89.006,ICD10CM,pressure_ulcer_of_skin
L89.014,ICD10CM,pressure_ulcer_of_skin
L89.156,ICD10CM,pressure_ulcer_of_skin
L89.210,ICD10CM,pressure_ulcer_of_skin
L89.223,ICD10CM,pressure_ulcer_of_skin
L89.601,ICD10CM,pressure_ulcer_of_skin
L89.624,ICD10CM,pressure_ulcer_of_skin
L89.319,ICD10CM,pressure_ulcer_of_skin
L89.600,ICD10CM,pressure_ulcer_of_skin
L89.149,ICD10CM,pressure_ulcer_of_skin
L89.144,ICD10CM,pressure_ulcer_of_skin
L89.96,ICD10CM,pressure_ulcer_of_skin
L89.42,ICD10CM,pressure_ulcer_of_skin
L89.121,ICD10CM,pressure_ulcer_of_skin
L89.151,ICD10CM,pressure_ulcer_of_skin
L89.513,ICD10CM,pressure_ulcer_of_skin
L89.304,ICD10CM,pressure_ulcer_of_skin
L89.306,ICD10CM,pressure_ulcer_of_skin
L89.614,ICD10CM,pressure_ulcer_of_skin
L89.604,ICD10CM,pressure_ulcer_of_skin
L89.892,ICD10CM,pressure_ulcer_of_skin
L89.004,ICD10CM,pressure_ulcer_of_skin
L89.100,ICD10CM,pressure_ulcer_of_skin
L89.40,ICD10CM,pressure_ulcer_of_skin
L89.314,ICD10CM,pressure_ulcer_of_skin
L89.131,ICD10CM,pressure_ulcer_of_skin
L89.120,ICD10CM,pressure_ulcer_of_skin
L89.520,ICD10CM,pressure_ulcer_of_skin
L89.024,ICD10CM,pressure_ulcer_of_skin
L89.203,ICD10CM,pressure_ulcer_of_skin
L89.503,ICD10CM,pressure_ulcer_of_skin
L89.302,ICD10CM,pressure_ulcer_of_skin
L89.202,ICD10CM,pressure_ulcer_of_skin
L89.45,ICD10CM,pressure_ulcer_of_skin
L89.606,ICD10CM,pressure_ulcer_of_skin
L89.506,ICD10CM,pressure_ulcer_of_skin
L89.029,ICD10CM,pressure_ulcer_of_skin
L89.811,ICD10CM,pressure_ulcer_of_skin
L89.136,ICD10CM,pressure_ulcer_of_skin
L89.610,ICD10CM,pressure_ulcer_of_skin
L89.43,ICD10CM,pressure_ulcer_of_skin
L89.90,ICD10CM,pressure_ulcer_of_skin
L89.516,ICD10CM,pressure_ulcer_of_skin
L89.224,ICD10CM,pressure_ulcer_of_skin
O34.211,ICD10CM,previous_c_section
O34.219,ICD10CM,previous_c_section
O34.22,ICD10CM,previous_c_section
O34.212,ICD10CM,previous_c_section
O34.21,ICD10CM,previous_c_section
O34.218,ICD10CM,previous_c_section
N81.83,ICD10CM,prolapse_of_female_genital_organs
N81.2,ICD10CM,prolapse_of_female_genital_organs
N81.85,ICD10CM,prolapse_of_female_genital_organs
N81.0,ICD10CM,prolapse_of_female_genital_organs
N81.10,ICD10CM,prolapse_of_female_genital_organs
N81.81,ICD10CM,prolapse_of_female_genital_organs
N81.5,ICD10CM,prolapse_of_female_genital_organs
N81.9,ICD10CM,prolapse_of_female_genital_organs
N81.89,ICD10CM,prolapse_of_female_genital_organs
N81.11,ICD10CM,prolapse_of_female_genital_organs
N81.3,ICD10CM,prolapse_of_female_genital_organs
N81.4,ICD10CM,prolapse_of_female_genital_organs
N81.82,ICD10CM,prolapse_of_female_genital_organs
N81.12,ICD10CM,prolapse_of_female_genital_organs
N81.84,ICD10CM,prolapse_of_female_genital_organs
N81.6,ICD10CM,prolapse_of_female_genital_organs
O48.0,ICD10CM,prolonged_pregnancy
O48.1,ICD10CM,prolonged_pregnancy
L29.9,ICD10CM,pruritis
L29.8,ICD10CM,pruritis
L40.8,ICD10CM,psoriasis
L41.4,ICD10CM,psoriasis
L40.4,ICD10CM,psoriasis
L41.3,ICD10CM,psoriasis
L40.53,ICD10CM,psoriasis
L40.2,ICD10CM,psoriasis
L40,ICD10CM,psoriasis
L41.5,ICD10CM,psoriasis
L41,ICD10CM,psoriasis
L40.52,ICD10CM,psoriasis
L40.59,ICD10CM,psoriasis
L40.3,ICD10CM,psoriasis
L40.50,ICD10CM,psoriasis
L40.0,ICD10CM,psoriasis
L40.51,ICD10CM,psoriasis
L40.54,ICD10CM,psoriasis
L40.9,ICD10CM,psoriasis
L40.1,ICD10CM,psoriasis
L41.9,ICD10CM,psoriasis
L40.5,ICD10CM,psoriasis
L41.8,ICD10CM,psoriasis
R45.89,ICD10CM,psychological_symptoms_other
R46.0,ICD10CM,psychological_symptoms_other
R46.1,ICD10CM,psychological_symptoms_other
R46.2,ICD10CM,psychological_symptoms_other
R46.4,ICD10CM,psychological_symptoms_other
R46.5,ICD10CM,psychological_symptoms_other
R46.6,ICD10CM,psychological_symptoms_other
R46.7,ICD10CM,psychological_symptoms_other
R46.81,ICD10CM,psychological_symptoms_other
R46.89,ICD10CM,psychological_symptoms_other
F06.0,ICD10CM,psychotic_disorder
F06.2,ICD10CM,psychotic_disorder
F22,ICD10CM,psychotic_disorder
F23,ICD10CM,psychotic_disorder
F24,ICD10CM,psychotic_disorder
F28,ICD10CM,psychotic_disorder
F29,ICD10CM,psychotic_disorder
J84.112,ICD10CM,pulmonary_fibrosis
J84.10,ICD10CM,pulmonary_fibrosis
I27.29,ICD10CM,pulmonary_heart_disease
I27.2,ICD10CM,pulmonary_heart_disease
I27.0,ICD10CM,pulmonary_heart_disease
I27.81,ICD10CM,pulmonary_heart_disease
I27.83,ICD10CM,pulmonary_heart_disease
I27.23,ICD10CM,pulmonary_heart_disease
I27.1,ICD10CM,pulmonary_heart_disease
I28.8,ICD10CM,pulmonary_heart_disease
I27.21,ICD10CM,pulmonary_heart_disease
I27.22,ICD10CM,pulmonary_heart_disease
I27.20,ICD10CM,pulmonary_heart_disease
I28.0,ICD10CM,pulmonary_heart_disease
I28.1,ICD10CM,pulmonary_heart_disease
I27.9,ICD10CM,pulmonary_heart_disease
I27.89,ICD10CM,pulmonary_heart_disease
I27.24,ICD10CM,pulmonary_heart_disease
I28.9,ICD10CM,pulmonary_heart_disease
H52.512,ICD10CM,refractive_error
H52.211,ICD10CM,refractive_error
H52.221,ICD10CM,refractive_error
H52.511,ICD10CM,refractive_error
H52.202,ICD10CM,refractive_error
H52.209,ICD10CM,refractive_error
H52.11,ICD10CM,refractive_error
H52.13,ICD10CM,refractive_error
H52.533,ICD10CM,refractive_error
H52.212,ICD10CM,refractive_error
H52.12,ICD10CM,refractive_error
H52.03,ICD10CM,refractive_error
H52.02,ICD10CM,refractive_error
H52.529,ICD10CM,refractive_error
H52.201,ICD10CM,refractive_error
H52.01,ICD10CM,refractive_error
H52.522,ICD10CM,refractive_error
H52.10,ICD10CM,refractive_error
H52.4,ICD10CM,refractive_error
H52.219,ICD10CM,refractive_error
H52.513,ICD10CM,refractive_error
H52.521,ICD10CM,refractive_error
H52.532,ICD10CM,refractive_error
H52.31,ICD10CM,refractive_error
H52.222,ICD10CM,refractive_error
H52.223,ICD10CM,refractive_error
H52.00,ICD10CM,refractive_error
H52.203,ICD10CM,refractive_error
H52.531,ICD10CM,refractive_error
H52.539,ICD10CM,refractive_error
H52.7,ICD10CM,refractive_error
H52.6,ICD10CM,refractive_error
H52.229,ICD10CM,refractive_error
H52.213,ICD10CM,refractive_error
H52.519,ICD10CM,refractive_error
H52.523,ICD10CM,refractive_error
H52.32,ICD10CM,refractive_error
K51.319,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.311,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.919,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.813,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.512,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.914,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.819,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.114,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.519,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.40,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.811,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.412,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.80,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.019,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.913,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.018,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.913,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.312,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.818,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.814,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.011,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.812,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.018,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.119,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.318,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.013,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.912,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.20,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.818,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.411,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.00,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.212,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.511,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.911,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.111,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.811,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.819,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.918,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.014,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.112,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.918,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.214,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.50,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.012,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.011,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.113,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.313,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.414,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.213,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.118,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.219,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.013,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.413,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.814,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.211,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.914,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.90,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.513,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.10,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.019,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.418,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.812,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.00,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.419,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.012,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.518,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.813,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.90,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.919,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.80,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.912,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.218,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.314,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.514,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.911,ICD10CM,regional_enteritis_and_ulcerative_colitis
K50.014,ICD10CM,regional_enteritis_and_ulcerative_colitis
K51.30,ICD10CM,regional_enteritis_and_ulcerative_colitis
Z16.31,ICD10CM,resistance_to_antimicrobial_drugs
Z16.22,ICD10CM,resistance_to_antimicrobial_drugs
Z16.20,ICD10CM,resistance_to_antimicrobial_drugs
Z16.342,ICD10CM,resistance_to_antimicrobial_drugs
Z16.39,ICD10CM,resistance_to_antimicrobial_drugs
Z16.30,ICD10CM,resistance_to_antimicrobial_drugs
Z16.11,ICD10CM,resistance_to_antimicrobial_drugs
Z16.12,ICD10CM,resistance_to_antimicrobial_drugs
Z16.341,ICD10CM,resistance_to_antimicrobial_drugs
Z16.21,ICD10CM,resistance_to_antimicrobial_drugs
Z16.33,ICD10CM,resistance_to_antimicrobial_drugs
Z16.32,ICD10CM,resistance_to_antimicrobial_drugs
Z16.35,ICD10CM,resistance_to_antimicrobial_drugs
Z16.19,ICD10CM,resistance_to_antimicrobial_drugs
Z16.10,ICD10CM,resistance_to_antimicrobial_drugs
Z16.23,ICD10CM,resistance_to_antimicrobial_drugs
Z16.29,ICD10CM,resistance_to_antimicrobial_drugs
Z16.24,ICD10CM,resistance_to_antimicrobial_drugs
C34.80,ICD10CM,respiratory_cancers
C34.00,ICD10CM,respiratory_cancers
C34.82,ICD10CM,respiratory_cancers
C34.81,ICD10CM,respiratory_cancers
D02.22,ICD10CM,respiratory_cancers
C34.32,ICD10CM,respiratory_cancers
D02.1,ICD10CM,respiratory_cancers
C39.0,ICD10CM,respiratory_cancers
C34.30,ICD10CM,respiratory_cancers
C38.4,ICD10CM,respiratory_cancers
C34.90,ICD10CM,respiratory_cancers
C33,ICD10CM,respiratory_cancers
C34.31,ICD10CM,respiratory_cancers
D02.3,ICD10CM,respiratory_cancers
C34.02,ICD10CM,respiratory_cancers
C34.2,ICD10CM,respiratory_cancers
D02.20,ICD10CM,respiratory_cancers
C34.11,ICD10CM,respiratory_cancers
C34.91,ICD10CM,respiratory_cancers
C39.9,ICD10CM,respiratory_cancers
D02.4,ICD10CM,respiratory_cancers
D02.21,ICD10CM,respiratory_cancers
C34.92,ICD10CM,respiratory_cancers
C34.12,ICD10CM,respiratory_cancers
C34.01,ICD10CM,respiratory_cancers
C34.10,ICD10CM,respiratory_cancers
Q31.1,ICD10CM,respiratory_congenital_malformations
Q34.9,ICD10CM,respiratory_congenital_malformations
Q31.9,ICD10CM,respiratory_congenital_malformations
Q34.8,ICD10CM,respiratory_congenital_malformations
Q30.2,ICD10CM,respiratory_congenital_malformations
Q30.8,ICD10CM,respiratory_congenital_malformations
Q32.4,ICD10CM,respiratory_congenital_malformations
Q30.0,ICD10CM,respiratory_congenital_malformations
Q31.0,ICD10CM,respiratory_congenital_malformations
Q33.6,ICD10CM,respiratory_congenital_malformations
Q31.8,ICD10CM,respiratory_congenital_malformations
Q34.0,ICD10CM,respiratory_congenital_malformations
Q32.0,ICD10CM,respiratory_congenital_malformations
Q33.4,ICD10CM,respiratory_congenital_malformations
Q33.5,ICD10CM,respiratory_congenital_malformations
Q30.1,ICD10CM,respiratory_congenital_malformations
Q30.9,ICD10CM,respiratory_congenital_malformations
Q33.0,ICD10CM,respiratory_congenital_malformations
Q31.5,ICD10CM,respiratory_congenital_malformations
Q33.8,ICD10CM,respiratory_congenital_malformations
Q32.1,ICD10CM,respiratory_congenital_malformations
Q30.3,ICD10CM,respiratory_congenital_malformations
Q33.3,ICD10CM,respiratory_congenital_malformations
Q31.2,ICD10CM,respiratory_congenital_malformations
Q31.3,ICD10CM,respiratory_congenital_malformations
Q33.9,ICD10CM,respiratory_congenital_malformations
Q33.2,ICD10CM,respiratory_congenital_malformations
Q32.2,ICD10CM,respiratory_congenital_malformations
Q33.1,ICD10CM,respiratory_congenital_malformations
Q34.1,ICD10CM,respiratory_congenital_malformations
Q32.3,ICD10CM,respiratory_congenital_malformations
P22.9,ICD10CM,respiratory_distress_syndrome
P22.0,ICD10CM,respiratory_distress_syndrome
P22.8,ICD10CM,respiratory_distress_syndrome
J95.822,ICD10CM,respiratory_failure
J95.821,ICD10CM,respiratory_failure
J96,ICD10CM,respiratory_failure
J95.82,ICD10CM,respiratory_failure
R09.2,ICD10CM,respiratory_failure
J96.22,ICD10CM,respiratory_failure
J96.01,ICD10CM,respiratory_failure
J96.21,ICD10CM,respiratory_failure
J96.20,ICD10CM,respiratory_failure
J96.11,ICD10CM,respiratory_failure
J96.10,ICD10CM,respiratory_failure
J96.00,ICD10CM,respiratory_failure
J96.02,ICD10CM,respiratory_failure
J96.12,ICD10CM,respiratory_failure
J96.90,ICD10CM,respiratory_failure
J96.91,ICD10CM,respiratory_failure
J96.92,ICD10CM,respiratory_failure
P25.3,ICD10CM,respiratory_perinatal_condition
P25.8,ICD10CM,respiratory_perinatal_condition
P27.1,ICD10CM,respiratory_perinatal_condition
P28.11,ICD10CM,respiratory_perinatal_condition
P26.9,ICD10CM,respiratory_perinatal_condition
P28.9,ICD10CM,respiratory_perinatal_condition
P24.10,ICD10CM,respiratory_perinatal_condition
P28.81,ICD10CM,respiratory_perinatal_condition
P24.31,ICD10CM,respiratory_perinatal_condition
P24.9,ICD10CM,respiratory_perinatal_condition
P25.0,ICD10CM,respiratory_perinatal_condition
P24.21,ICD10CM,respiratory_perinatal_condition
P27.9,ICD10CM,respiratory_perinatal_condition
P25.1,ICD10CM,respiratory_perinatal_condition
P24.11,ICD10CM,respiratory_perinatal_condition
P24.00,ICD10CM,respiratory_perinatal_condition
P28.10,ICD10CM,respiratory_perinatal_condition
P28.4,ICD10CM,respiratory_perinatal_condition
P24.20,ICD10CM,respiratory_perinatal_condition
P24.01,ICD10CM,respiratory_perinatal_condition
P26.8,ICD10CM,respiratory_perinatal_condition
P24.80,ICD10CM,respiratory_perinatal_condition
P28.3,ICD10CM,respiratory_perinatal_condition
P28.2,ICD10CM,respiratory_perinatal_condition
P24.30,ICD10CM,respiratory_perinatal_condition
P27.8,ICD10CM,respiratory_perinatal_condition
P24.81,ICD10CM,respiratory_perinatal_condition
P26.1,ICD10CM,respiratory_perinatal_condition
P28.89,ICD10CM,respiratory_perinatal_condition
P28.5,ICD10CM,respiratory_perinatal_condition
P25.2,ICD10CM,respiratory_perinatal_condition
P26.0,ICD10CM,respiratory_perinatal_condition
P27.0,ICD10CM,respiratory_perinatal_condition
P28.19,ICD10CM,respiratory_perinatal_condition
P28.0,ICD10CM,respiratory_perinatal_condition
H31.119,ICD10CM,retinal_and_vitreous_conditions
H34.821,ICD10CM,retinal_and_vitreous_conditions
H35.50,ICD10CM,retinal_and_vitreous_conditions
H35.121,ICD10CM,retinal_and_vitreous_conditions
H35.31,ICD10CM,retinal_and_vitreous_conditions
H35.3212,ICD10CM,retinal_and_vitreous_conditions
H35.3192,ICD10CM,retinal_and_vitreous_conditions
H35.3130,ICD10CM,retinal_and_vitreous_conditions
H35.373,ICD10CM,retinal_and_vitreous_conditions
H35.012,ICD10CM,retinal_and_vitreous_conditions
H35.039,ICD10CM,retinal_and_vitreous_conditions
H31.021,ICD10CM,retinal_and_vitreous_conditions
H34.8331,ICD10CM,retinal_and_vitreous_conditions
H31.313,ICD10CM,retinal_and_vitreous_conditions
H35.343,ICD10CM,retinal_and_vitreous_conditions
H33.20,ICD10CM,retinal_and_vitreous_conditions
H15.819,ICD10CM,retinal_and_vitreous_conditions
H34.819,ICD10CM,retinal_and_vitreous_conditions
H35.043,ICD10CM,retinal_and_vitreous_conditions
H35.453,ICD10CM,retinal_and_vitreous_conditions
H34.01,ICD10CM,retinal_and_vitreous_conditions
H35.359,ICD10CM,retinal_and_vitreous_conditions
H33.22,ICD10CM,retinal_and_vitreous_conditions
H31.419,ICD10CM,retinal_and_vitreous_conditions
H43.319,ICD10CM,retinal_and_vitreous_conditions
H31.311,ICD10CM,retinal_and_vitreous_conditions
H33.41,ICD10CM,retinal_and_vitreous_conditions
H31.321,ICD10CM,retinal_and_vitreous_conditions
H31.20,ICD10CM,retinal_and_vitreous_conditions
H31.413,ICD10CM,retinal_and_vitreous_conditions
H35.3190,ICD10CM,retinal_and_vitreous_conditions
H31.303,ICD10CM,retinal_and_vitreous_conditions
H33.022,ICD10CM,retinal_and_vitreous_conditions
H33.101,ICD10CM,retinal_and_vitreous_conditions
H35.383,ICD10CM,retinal_and_vitreous_conditions
H34.8392,ICD10CM,retinal_and_vitreous_conditions
H35.369,ICD10CM,retinal_and_vitreous_conditions
H34.8192,ICD10CM,retinal_and_vitreous_conditions
H33.323,ICD10CM,retinal_and_vitreous_conditions
H35.3222,ICD10CM,retinal_and_vitreous_conditions
H31.403,ICD10CM,retinal_and_vitreous_conditions
H33.321,ICD10CM,retinal_and_vitreous_conditions
H31.002,ICD10CM,retinal_and_vitreous_conditions
H33.042,ICD10CM,retinal_and_vitreous_conditions
H33.322,ICD10CM,retinal_and_vitreous_conditions
H34.8120,ICD10CM,retinal_and_vitreous_conditions
H35.469,ICD10CM,retinal_and_vitreous_conditions
H36,ICD10CM,retinal_and_vitreous_conditions
H35.142,ICD10CM,retinal_and_vitreous_conditions
H31.113,ICD10CM,retinal_and_vitreous_conditions
H31.009,ICD10CM,retinal_and_vitreous_conditions
H43.823,ICD10CM,retinal_and_vitreous_conditions
H43.399,ICD10CM,retinal_and_vitreous_conditions
H35.3191,ICD10CM,retinal_and_vitreous_conditions
H35.379,ICD10CM,retinal_and_vitreous_conditions
H35.061,ICD10CM,retinal_and_vitreous_conditions
H33.333,ICD10CM,retinal_and_vitreous_conditions
H34.8391,ICD10CM,retinal_and_vitreous_conditions
H34.812,ICD10CM,retinal_and_vitreous_conditions
H33.302,ICD10CM,retinal_and_vitreous_conditions
H35.422,ICD10CM,retinal_and_vitreous_conditions
H31.102,ICD10CM,retinal_and_vitreous_conditions
H34.10,ICD10CM,retinal_and_vitreous_conditions
H35.719,ICD10CM,retinal_and_vitreous_conditions
H35.3293,ICD10CM,retinal_and_vitreous_conditions
H34.8390,ICD10CM,retinal_and_vitreous_conditions
H34.233,ICD10CM,retinal_and_vitreous_conditions
H35.151,ICD10CM,retinal_and_vitreous_conditions
H33.003,ICD10CM,retinal_and_vitreous_conditions
H43.21,ICD10CM,retinal_and_vitreous_conditions
H33.043,ICD10CM,retinal_and_vitreous_conditions
H31.302,ICD10CM,retinal_and_vitreous_conditions
H34.8332,ICD10CM,retinal_and_vitreous_conditions
H34.8322,ICD10CM,retinal_and_vitreous_conditions
H35.3231,ICD10CM,retinal_and_vitreous_conditions
H35.731,ICD10CM,retinal_and_vitreous_conditions
H31.122,ICD10CM,retinal_and_vitreous_conditions
H35.063,ICD10CM,retinal_and_vitreous_conditions
H33.049,ICD10CM,retinal_and_vitreous_conditions
H43.20,ICD10CM,retinal_and_vitreous_conditions
H34.822,ICD10CM,retinal_and_vitreous_conditions
H33.052,ICD10CM,retinal_and_vitreous_conditions
H33.332,ICD10CM,retinal_and_vitreous_conditions
H34.00,ICD10CM,retinal_and_vitreous_conditions
H34.232,ICD10CM,retinal_and_vitreous_conditions
H34.8311,ICD10CM,retinal_and_vitreous_conditions
H43.813,ICD10CM,retinal_and_vitreous_conditions
H35.3230,ICD10CM,retinal_and_vitreous_conditions
H35.029,ICD10CM,retinal_and_vitreous_conditions
H34.8190,ICD10CM,retinal_and_vitreous_conditions
H33.029,ICD10CM,retinal_and_vitreous_conditions
B58.01,ICD10CM,retinal_and_vitreous_conditions
H31.401,ICD10CM,retinal_and_vitreous_conditions
H33.43,ICD10CM,retinal_and_vitreous_conditions
H31.322,ICD10CM,retinal_and_vitreous_conditions
H43.393,ICD10CM,retinal_and_vitreous_conditions
H33.113,ICD10CM,retinal_and_vitreous_conditions
H33.031,ICD10CM,retinal_and_vitreous_conditions
H34.832,ICD10CM,retinal_and_vitreous_conditions
H35.352,ICD10CM,retinal_and_vitreous_conditions
H33.059,ICD10CM,retinal_and_vitreous_conditions
H35.113,ICD10CM,retinal_and_vitreous_conditions
H34.831,ICD10CM,retinal_and_vitreous_conditions
H31.092,ICD10CM,retinal_and_vitreous_conditions
H35.433,ICD10CM,retinal_and_vitreous_conditions
H31.012,ICD10CM,retinal_and_vitreous_conditions
H43.811,ICD10CM,retinal_and_vitreous_conditions
H35.9,ICD10CM,retinal_and_vitreous_conditions
H43.313,ICD10CM,retinal_and_vitreous_conditions
H31.123,ICD10CM,retinal_and_vitreous_conditions
H31.029,ICD10CM,retinal_and_vitreous_conditions
H35.032,ICD10CM,retinal_and_vitreous_conditions
H34.811,ICD10CM,retinal_and_vitreous_conditions
H35.152,ICD10CM,retinal_and_vitreous_conditions
H35.23,ICD10CM,retinal_and_vitreous_conditions
H31.121,ICD10CM,retinal_and_vitreous_conditions
H35.3221,ICD10CM,retinal_and_vitreous_conditions
H31.29,ICD10CM,retinal_and_vitreous_conditions
H35.62,ICD10CM,retinal_and_vitreous_conditions
H35.019,ICD10CM,retinal_and_vitreous_conditions
H35.3114,ICD10CM,retinal_and_vitreous_conditions
H35.439,ICD10CM,retinal_and_vitreous_conditions
H35.351,ICD10CM,retinal_and_vitreous_conditions
H35.172,ICD10CM,retinal_and_vitreous_conditions
H31.109,ICD10CM,retinal_and_vitreous_conditions
H31.011,ICD10CM,retinal_and_vitreous_conditions
H34.02,ICD10CM,retinal_and_vitreous_conditions
H43.11,ICD10CM,retinal_and_vitreous_conditions
H15.813,ICD10CM,retinal_and_vitreous_conditions
H33.8,ICD10CM,retinal_and_vitreous_conditions
H35.131,ICD10CM,retinal_and_vitreous_conditions
H35.051,ICD10CM,retinal_and_vitreous_conditions
H35.61,ICD10CM,retinal_and_vitreous_conditions
H35.713,ICD10CM,retinal_and_vitreous_conditions
H35.3193,ICD10CM,retinal_and_vitreous_conditions
H31.323,ICD10CM,retinal_and_vitreous_conditions
H33.23,ICD10CM,retinal_and_vitreous_conditions
A18.53,ICD10CM,retinal_and_vitreous_conditions
H35.111,ICD10CM,retinal_and_vitreous_conditions
H31.8,ICD10CM,retinal_and_vitreous_conditions
H43.12,ICD10CM,retinal_and_vitreous_conditions
H35.22,ICD10CM,retinal_and_vitreous_conditions
H33.023,ICD10CM,retinal_and_vitreous_conditions
H33.103,ICD10CM,retinal_and_vitreous_conditions
H35.3133,ICD10CM,retinal_and_vitreous_conditions
H31.412,ICD10CM,retinal_and_vitreous_conditions
H35.381,ICD10CM,retinal_and_vitreous_conditions
H34.8121,ICD10CM,retinal_and_vitreous_conditions
H35.432,ICD10CM,retinal_and_vitreous_conditions
H43.23,ICD10CM,retinal_and_vitreous_conditions
H33.019,ICD10CM,retinal_and_vitreous_conditions
H35.423,ICD10CM,retinal_and_vitreous_conditions
H35.412,ICD10CM,retinal_and_vitreous_conditions
H35.022,ICD10CM,retinal_and_vitreous_conditions
H35.042,ICD10CM,retinal_and_vitreous_conditions
H33.102,ICD10CM,retinal_and_vitreous_conditions
H35.3233,ICD10CM,retinal_and_vitreous_conditions
H35.053,ICD10CM,retinal_and_vitreous_conditions
H35.162,ICD10CM,retinal_and_vitreous_conditions
H43.829,ICD10CM,retinal_and_vitreous_conditions
H33.311,ICD10CM,retinal_and_vitreous_conditions
H35.413,ICD10CM,retinal_and_vitreous_conditions
H35.53,ICD10CM,retinal_and_vitreous_conditions
